University,Major,Key,Level,Language,Tuition Covered,Accomodation covered?,Living Expense Covered?,Tuition fees to pay,Percentage tuition covered,Original Tuition fee,Start_Month,Start_Year,Accomodation_To_Pay,Expense_To_Pay
Shanghai Ocean University ,Energy and Power Engineering,Other Engineering,Bachelor,Chinese,32000,0,0,16000,66.66666667,48000,Sep,2019,1500,1000
Shanghai Ocean University ,Electrical Engineering and Automation,Automation,Bachelor,Chinese,32000,0,0,16000,66.66666667,48000,Sep,2019,1500,1000
Shanghai Ocean University ,Industrial Engineering,Other Engineering,Bachelor,Chinese,32000,0,0,16000,66.66666667,48000,Sep,2019,1500,1000
Shanghai Ocean University ,Machine Design Manufacturing and Automation,Automation,Bachelor,Chinese,32000,0,0,16000,66.66666667,48000,Sep,2019,1500,1000
Shanghai Ocean University ,Software Engineering,Software Engineering,Bachelor,Chinese,32000,0,0,16000,66.66666667,48000,Sep,2019,1500,1000
Shanghai Ocean University ,Information and Computing Science,Computer Science,Bachelor,Chinese,32000,0,0,16000,66.66666667,48000,Sep,2019,1500,1000
Shanghai Ocean University ,Computer Science and Technology,Computer Science,Bachelor,Chinese,32000,0,0,16000,66.66666667,48000,Sep,2019,1500,1000
Shanghai Ocean University ,Spatial Information and Digital Technology,Spatial Information and Digital Technology,Bachelor,Chinese,32000,0,0,16000,66.66666667,48000,Sep,2019,1500,1000
Shanghai Ocean University ,Marine Resources and Environment,Marine Resources and Environment,Bachelor,Chinese,32000,0,0,16000,66.66666667,48000,Sep,2019,1500,1000
Shanghai Ocean University ,Marine Technology,Marine Technology,Bachelor,Chinese,32000,0,0,16000,66.66666667,48000,Sep,2019,1500,1000
Shanghai Ocean University ,Marine Science,Marine Science,Bachelor,Chinese,32000,0,0,16000,66.66666667,48000,Sep,2019,1500,1000
Shanghai Ocean University ,Marine Fishery Science and Technology,Marine Fishery Science and Technology,Bachelor,Chinese,32000,0,0,16000,66.66666667,48000,Sep,2019,1500,1000
Shanghai Ocean University ,Biotechnology,Biotechnology,Bachelor,Chinese,32000,0,0,16000,66.66666667,48000,Sep,2019,1500,1000
Shanghai Ocean University ,Biological Science,Biology,Bachelor,Chinese,32000,0,0,16000,66.66666667,48000,Sep,2019,1500,1000
Shanghai Ocean University ,Aquarium Science and Technology,Aquarium Science and Technology,Bachelor,Chinese,32000,0,0,16000,66.66666667,48000,Sep,2019,1500,1000
Shanghai Ocean University ,Aquaculture,Aquaculture,Bachelor,Chinese,32000,0,0,16000,66.66666667,48000,Sep,2019,1500,1000
Changzhou Institute of Technology,Electrical System & Intellectualization in Building,Electrical System & Intellectualization in Building,Bachelor,Chinese,9000,0,0,9000,50,18000,Sep,2019,0,1500
Changzhou Institute of Technology,Measurement & Control Technology & Instrument,Measurement & Control Technology & Instrument,Bachelor,Chinese,9000,0,0,9000,50,18000,Sep,2019,0,1500
Changzhou Institute of Technology,Automation,Automation,Bachelor,Chinese,9000,0,0,9000,50,18000,Sep,2019,0,1500
Tianjin Foreign Studies University,Journalism & Communication,Journalism,Bachelor,Chinese,0,0,0,0,0,0,Sep,2019,60,1500
Tianjin Foreign Studies University,International Politics,Politics,Bachelor,Chinese,0,0,0,0,0,0,Sep,2019,60,1500
Zhejiang University of Technology,Pharmaceutical Engineering(Green Pharmacy),Pharmaceutical Engineering,Bachelor,English,18800,0,0,0,100,18800,Sep,2019,1500,1500
Zhejiang University of Technology,Environmental Engineering,Environmental Science,Bachelor,English,18800,0,0,0,100,18800,Sep,2019,1500,1500
Zhejiang University of Technology,Law,Law,Bachelor,Chinese,18800,0,0,0,100,18800,Sep,2019,1500,1500
Zhejiang University of Technology,Public Service Administration,Public Service Administration,Bachelor,Chinese,18800,0,0,0,100,18800,Sep,2019,1500,1500
Zhejiang University of Technology,Network Engineering,Other Engineering,Bachelor,Chinese,18800,0,0,0,100,18800,Sep,2019,1500,1500
Zhejiang University of Technology,Applied Psychology,Psychology,Bachelor,Chinese,18800,0,0,0,100,18800,Sep,2019,1500,1500
Zhejiang University of Technology,Translation,Translation,Bachelor,Chinese,18800,0,0,0,100,18800,Sep,2019,1500,1500
Zhejiang University of Technology,Environmental Science,Environmental Science,Bachelor,Chinese,18800,0,0,0,100,18800,Sep,2019,1500,1500
Zhejiang University of Technology,Biological technology,Biotechnology,Bachelor,Chinese,18800,0,0,0,100,18800,Sep,2019,1500,1500
Zhejiang University of Technology,Biological Engineering,Other Engineering,Bachelor,Chinese,18800,0,0,0,100,18800,Sep,2019,1500,1500
Zhejiang University of Technology,Business Administration,Business Administration,Bachelor,Chinese,18800,0,0,0,100,18800,Sep,2019,1500,1500
Zhejiang University of Technology,Vehicle Engineering,Other Engineering,Bachelor,Chinese,18800,0,0,0,100,18800,Sep,2019,1500,1500
Zhejiang University of Technology,Port and Waterway Engineering,Other Engineering,Bachelor,Chinese,18800,0,0,0,100,18800,Sep,2019,1500,1500
Zhejiang University of Technology,Electrical & Information Engineering,Electrical Engineering,Bachelor,Chinese,18800,0,0,0,100,18800,Sep,2019,1500,1500
Zhejiang University of Technology,Energy & Environmental Systems Engineering,Other Engineering,Bachelor,Chinese,18800,0,0,0,100,18800,Sep,2019,1500,1500
Zhejiang University of Technology,Chemical Engineering and Technology,Chemical Engineering,Bachelor,Chinese,18800,0,0,0,100,18800,Sep,2019,1500,1500
Zhejiang University of Technology,Finance,Finance,Bachelor,English,18800,0,0,0,100,18800,Sep,2019,1500,1500
Zhejiang University of Technology,Civil Engineering,Civil Engineering,Bachelor,English,18800,0,0,0,100,18800,Sep,2019,1500,1500
Zhejiang University of Technology,Information & calculation Science ,Information & calculation Science ,Bachelor,Chinese,18800,0,0,0,100,18800,Sep,2019,1500,1500
Zhejiang University of Technology,Animation,Arts,Bachelor,Chinese,18800,0,0,0,100,18800,Sep,2019,1500,1500
Zhejiang University of Technology,Pharmaceutical Engineering,Other Engineering,Bachelor,Chinese,18800,0,0,0,100,18800,Sep,2019,1500,1500
Zhejiang University of Technology,Pharmaceutical Manufacturing,Pharmacy,Bachelor,Chinese,18800,0,0,0,100,18800,Sep,2019,1500,1500
Zhejiang University of Technology,Pharmaceutical Science,Pharmacy,Bachelor,Chinese,18800,0,0,0,100,18800,Sep,2019,1500,1500
Zhejiang University of Technology,Digital Media Technology,Digital Media Technology,Bachelor,Chinese,18800,0,0,0,100,18800,Sep,2019,1500,1500
Zhejiang University of Technology,International Economics and Trade (Chinese Business),Economics,Bachelor,English,18800,0,0,0,100,18800,Sep,2019,1500,1500
Zhejiang University of Technology,International Economics & Trade ,Economics ,Bachelor,English,18800,0,0,0,100,18800,Sep,2019,1500,1500
Zhejiang University of Technology,Software Engineering,Software Engineering,Bachelor,English,18800,0,0,0,100,18800,Sep,2019,1500,1500
Zhejiang University of Technology,Electrical Engineering & Automation,Automation,Bachelor,English,18800,0,0,0,100,18800,Sep,2019,1500,1500
Zhejiang University of Technology,Computer Science and Technology,Computer Science,Bachelor,English,18800,0,0,0,100,18800,Sep,2019,1500,1500
Zhejiang University of Technology,Chemical Engineering and Technology,Chemical Engineering,Bachelor,English,18800,0,0,0,100,18800,Sep,2019,1500,1500
Zhejiang University of Technology,Mechanical Engineering,Mechanical Engineering,Bachelor,English,18800,0,0,0,100,18800,Sep,2019,1500,1500
Zhejiang University of Technology,Materials Science and Engineering,Material Science,Bachelor,Chinese,18800,0,0,0,100,18800,Sep,2019,1500,1500
Zhejiang University of Technology,Administrative Management,Administrative Management,Bachelor,Chinese,18800,0,0,0,100,18800,Sep,2019,1500,1500
Zhejiang University of Technology,International Economy &Trade,Economics,Bachelor,Chinese,18800,0,0,0,100,18800,Sep,2019,1500,1500
Zhejiang University of Technology,"Software Engineering (Joint program with Blekinge Institute of Technology, Sweden)",Software Engineering,Bachelor,Chinese,18800,0,0,0,100,18800,Sep,2019,1500,1500
Zhejiang University of Technology,Pharmacology,Pharmacy,Bachelor,Chinese,18800,0,0,0,100,18800,Sep,2019,1500,1500
Zhejiang University of Technology,Optical Information Science & Engineering,Other Engineering,Bachelor,Chinese,18800,0,0,0,100,18800,Sep,2019,1500,1500
Zhejiang University of Technology,Industrial Design,Industrial Design,Bachelor,Chinese,18800,0,0,0,100,18800,Sep,2019,1500,1500
Zhejiang University of Technology,Applied Physics,Physics,Bachelor,Chinese,18800,0,0,0,100,18800,Sep,2019,1500,1500
Zhejiang University of Technology,Japanese,Japanese,Bachelor,Chinese,18800,0,0,0,100,18800,Sep,2019,1500,1500
Zhejiang University of Technology,Teaching Chinese as a Second Language,Teaching Chinese as a Second Language,Bachelor,Chinese,18800,0,0,0,100,18800,Sep,2019,1500,1500
Zhejiang University of Technology,English,English,Bachelor,Chinese,18800,0,0,0,100,18800,Sep,2019,1500,1500
Zhejiang University of Technology,Chinese Language and Literature,Chinese Language,Bachelor,Chinese,30000,1,1,0,100,30000,Sep,2019,0,500
Zhejiang University of Technology,Urban Planning,Urban Planning,Bachelor,Chinese,18800,0,0,0,100,18800,Sep,2019,1500,1500
Zhejiang University of Technology,Safety Engineering,Other Engineering,Bachelor,Chinese,18800,0,0,0,100,18800,Sep,2019,1500,1500
Zhejiang University of Technology,Advertising,Advertising,Bachelor,Chinese,18800,0,0,0,100,18800,Sep,2019,1500,1500
Zhejiang University of Technology,Educational Technology,Education,Bachelor,Chinese,18800,0,0,0,100,18800,Sep,2019,1500,1500
Zhejiang University of Technology,Engineering Management,Management,Bachelor,Chinese,18800,0,0,0,100,18800,Sep,2019,1500,1500
Zhejiang University of Technology,Food Science and Engineering,Food,Bachelor,Chinese,18800,0,0,0,100,18800,Sep,2019,1500,1500
Zhejiang University of Technology,Information Management &Information System,Information Management &Information System,Bachelor,Chinese,18800,0,0,0,100,18800,Sep,2019,1500,1500
Zhejiang University of Technology,Food Quality and Safety,Food,Bachelor,Chinese,18800,0,0,0,100,18800,Sep,2019,1500,1500
Zhejiang University of Technology,Finance Management,Finance,Bachelor,Chinese,18800,0,0,0,100,18800,Sep,2019,1500,1500
Zhejiang University of Technology,Finance,Finance,Bachelor,Chinese,18800,0,0,0,100,18800,Sep,2019,1500,1500
Zhejiang University of Technology,Tourism Management,Tourism,Bachelor,Chinese,18800,0,0,0,100,18800,Sep,2019,1500,1500
Zhejiang University of Technology,Marketing,Marketing,Bachelor,Chinese,18800,0,0,0,100,18800,Sep,2019,1500,1500
Zhejiang University of Technology,Environmental Design,Environmental Science,Bachelor,Chinese,18800,0,0,0,100,18800,Sep,2019,1500,1500
Zhejiang University of Technology,Water Science and Engineering,Other Engineering,Bachelor,Chinese,18800,0,0,0,100,18800,Sep,2019,1500,1500
Zhejiang University of Technology,"Civil Engineering (Joint program with Federation University, Australia)",Civil Engineering,Bachelor,Chinese,18800,0,0,0,100,18800,Sep,2019,1500,1500
Zhejiang University of Technology,Architecture,Architecture,Bachelor,Chinese,18800,0,0,0,100,18800,Sep,2019,1500,1500
Zhejiang University of Technology,Logistics Engineering,Other Engineering,Bachelor,Chinese,18800,0,0,0,100,18800,Sep,2019,1500,1500
Zhejiang University of Technology,Electronic Science and Technology,Electronics,Bachelor,Chinese,18800,0,0,0,100,18800,Sep,2019,1500,1500
Zhejiang University of Technology,Automation,Automation,Bachelor,Chinese,18800,0,0,0,100,18800,Sep,2019,1500,1500
Zhejiang University of Technology,Chinese Language and Literature,Chinese Language,Bachelor,Chinese,18800,0,0,0,100,18800,Sep,2019,1500,1500
Zhejiang University of Technology,Broadcasting & Anchor Art,Broadcasting,Bachelor,Chinese,18800,0,0,0,100,18800,Sep,2019,1500,1500
Zhejiang University of Technology,Process Equipment and Control Engineering,Other Engineering,Bachelor,Chinese,18800,0,0,0,100,18800,Sep,2019,1500,1500
Changzhou Institute of Technology,Electronic Information Engineering,Electronics Engineering,Bachelor,Chinese,9000,0,0,9000,50,18000,Sep,2019,0,1500
Changzhou Institute of Technology,Electric Engineering & Automation,Automation,Bachelor,Chinese,9000,0,0,9000,50,18000,Sep,2019,0,1500
